,D1_place,D2_place,D3_place,D1_goal,D2_goal,D3_goal,D1_source,D2_source,D3_source,I[U;W],I[M;W],gamma_fit,epsilon,gNID,Language,Area,r patterns,theta patterns,systematicity_score
3791,0,0,1,2,3,2,0,2,3,0.17161299257497653,1.0098072965041651,3.5178161353031427,0.15064435313051497,0.8540232595512546,simulated3792,simulated,2.0,3.0,5.0
3792,0,1,0,2,1,3,2,0,0,0.17297492903207812,1.1239834674157152,3.5299933475879706,0.18110900749049638,0.8882454816782835,simulated3793,simulated,3.0,3.0,6.0
3793,0,1,2,1,0,2,0,3,2,0.18349984247905415,1.0293701321316397,3.6415027337170276,0.13920961563390918,0.7218630480219206,simulated3794,simulated,3.0,1.0,4.0
3794,0,1,1,2,3,3,0,3,2,0.24122844626478868,1.261955358628697,4.31337690534184,0.11865236923218814,0.7046213996321269,simulated3795,simulated,3.0,2.0,5.0
3795,0,1,2,2,3,1,3,2,1,0.19288110002310654,1.3148886233405657,3.730661909277935,0.20315185346515982,0.8214284710653075,simulated3796,simulated,2.0,1.0,3.0
3796,0,1,2,0,1,1,3,1,2,0.2730325814353807,1.0576377075503407,4.93567634573345,0.03269153447072681,0.30551619889431203,simulated3797,simulated,3.0,2.0,5.0
3797,0,0,1,2,1,3,1,0,2,0.1655412202721227,1.0501482937625581,3.4218985801216255,0.17282084898292566,0.8215315506740831,simulated3798,simulated,2.0,2.0,4.0
3798,0,1,2,0,1,0,2,0,3,0.18776829860673672,0.947407980608525,3.679449879404662,0.11125270142913087,0.6944673280889384,simulated3799,simulated,2.0,2.0,4.0
3799,0,0,0,1,2,2,3,1,0,0.1931379877860584,1.0310895162238787,3.730661909277935,0.12682291360579706,0.7617374173104238,simulated3800,simulated,2.0,3.0,5.0
3800,0,1,1,2,3,2,3,0,3,0.23036372710733843,1.310797866076328,4.1524953478991495,0.14607141800909793,0.7210352024360661,simulated3801,simulated,1.0,2.0,3.0
3801,0,1,2,0,1,3,0,2,0,0.20581364294975435,0.9199142814836678,3.861832176183047,0.08127315728113506,0.6469466111777501,simulated3802,simulated,3.0,2.0,5.0
3802,0,0,1,0,2,3,3,1,3,0.19499349233497132,0.8648612508706012,3.743575904860672,0.08012841733277716,0.5646491072422111,simulated3803,simulated,3.0,3.0,6.0
3803,0,0,1,2,2,2,3,3,2,0.24204217559462182,1.0935872761949115,4.31337690534184,0.07880470288997096,0.6003188600168904,simulated3804,simulated,2.0,2.0,4.0
3804,0,1,0,2,2,0,2,0,3,0.13976557534811151,1.0480150142806628,3.084925087249343,0.21803954155348343,0.933432477387671,simulated3805,simulated,3.0,3.0,6.0
3805,0,1,1,2,0,2,3,0,1,0.23448404844825022,1.2084652726235665,4.210291410564813,0.11567110034777407,0.6774174213489337,simulated3806,simulated,3.0,3.0,6.0
3806,0,1,2,2,1,3,2,1,2,0.1815892998845936,1.1706690172356793,3.61642230827288,0.18116478873632108,0.8528117080495367,simulated3807,simulated,3.0,2.0,5.0
3807,0,1,2,3,2,1,1,0,0,0.21789126446118012,1.2907859883552626,3.9976143964997464,0.15942602690567237,0.7513308702694903,simulated3808,simulated,1.0,2.0,3.0
3808,0,0,1,0,0,2,3,2,3,0.19829105580365425,0.7122487744327126,3.7825867283152688,0.03567285074388815,0.3901922747053208,simulated3809,simulated,2.0,2.0,4.0
3809,0,1,2,1,0,1,2,3,3,0.17970881945642647,1.1199937956973716,3.6039469470403995,0.16961542677468547,0.7029219920622176,simulated3810,simulated,1.0,3.0,4.0
3810,0,1,0,0,0,2,2,3,3,0.17914700896627533,0.8850946881017767,3.6039469470403995,0.10499894495160027,0.6781834982115521,simulated3811,simulated,2.0,3.0,5.0
3811,0,1,2,3,3,3,3,3,0,0.20179384392501643,1.2037962469145862,3.8220040733378173,0.1604328498183714,0.7683203295354559,simulated3812,simulated,2.0,3.0,5.0
3812,0,1,0,0,0,2,1,1,3,0.1396883460620143,0.730452618400123,3.084925087249343,0.11517670360971716,0.7937525126482136,simulated3813,simulated,3.0,2.0,5.0
3813,0,0,1,1,0,2,1,3,3,0.1301029308823326,0.8744977940818927,3.0008108354220266,0.17612589546051655,0.8340660777909934,simulated3814,simulated,3.0,3.0,6.0
3814,0,1,2,1,3,3,2,0,2,0.20530091071359569,1.2317825721576396,3.8485102388343897,0.16310469211289205,0.7315395190709149,simulated3815,simulated,2.0,3.0,5.0
3815,0,1,2,1,3,1,3,1,1,0.1880248799851003,1.1850886461444738,3.679449879404662,0.17559291395366605,0.7628784637994397,simulated3816,simulated,3.0,3.0,6.0
3816,0,1,2,0,1,3,1,1,2,0.22167613222252236,0.9666871211229975,4.039272488501813,0.07378095133262431,0.5294445970968145,simulated3817,simulated,3.0,2.0,5.0
3817,0,1,2,2,3,2,2,2,3,0.1761533327285103,1.224415343133165,3.566778483185152,0.20423378587950033,0.8574907790066866,simulated3818,simulated,3.0,3.0,6.0
3818,0,1,2,2,3,0,3,3,2,0.19461599134684882,1.3058290481971668,3.743575904860672,0.19829912153978232,0.8098381664819244,simulated3819,simulated,3.0,2.0,5.0
3819,0,1,2,3,1,0,3,1,0,0.21329665315048718,1.2377666977433206,3.9427378215449824,0.15282102005564638,0.7448329095967559,simulated3820,simulated,2.0,1.0,3.0
3820,0,1,2,0,3,2,0,3,2,0.22751234633782813,1.0237301568817578,4.10966955842014,0.08060885168857582,0.5936577901507244,simulated3821,simulated,2.0,1.0,3.0
3821,0,1,0,2,2,1,3,0,0,0.21813855571542118,1.1974098591782856,3.9976143964997464,0.13582077264761191,0.747074313515361,simulated3822,simulated,2.0,3.0,5.0
3822,0,1,0,0,1,2,0,3,0,0.14732122158203642,0.7575037270052957,3.160456920549808,0.11343712833669518,0.8871233235198582,simulated3823,simulated,3.0,2.0,5.0
3823,0,1,2,3,2,0,1,1,3,0.22244368073918785,1.300126426619784,4.0532547651976065,0.1550253142975047,0.7330123063928564,simulated3824,simulated,2.0,2.0,4.0
3824,0,1,0,0,1,2,3,1,2,0.20564528346298994,0.9386178888630522,3.861832176183047,0.08628471205088832,0.6299916430855638,simulated3825,simulated,3.0,2.0,5.0
3825,0,1,2,0,1,2,3,1,3,0.28134310498651605,1.0864982261540779,5.234309876165587,0.028304548864807138,0.23119294921345324,simulated3826,simulated,2.0,2.0,4.0
3826,0,1,2,1,0,3,2,3,1,0.168681857369247,1.1498198870321439,3.4815359614282793,0.19537572151843483,0.7383937589068719,simulated3827,simulated,1.0,1.0,2.0
3827,0,1,0,2,0,1,3,0,1,0.20069813430598282,1.1492462512953519,3.80881952867393,0.14776256411910235,0.7686063963302266,simulated3828,simulated,2.0,2.0,4.0
3828,0,1,1,2,2,0,0,3,2,0.2121361481584234,1.1332621647349366,3.9291367887075794,0.1279148097153305,0.7844421285668786,simulated3829,simulated,2.0,3.0,5.0
3829,0,1,1,2,1,0,2,1,3,0.20138272256766676,1.1245295396854527,3.80881952867393,0.1405886393520197,0.7851026685646989,simulated3830,simulated,3.0,2.0,5.0
3830,0,1,0,2,2,0,3,1,3,0.22654120873501693,1.2184254728120636,4.095492670900633,0.12940082168708986,0.7112573046042848,simulated3831,simulated,3.0,2.0,5.0
3831,0,0,0,1,2,1,1,2,3,0.1291402728636617,0.923734551412229,2.990459113202914,0.19416509012475136,0.9121573872702063,simulated3832,simulated,2.0,3.0,5.0
3832,0,0,1,1,2,3,2,3,1,0.1623188093959418,1.1053891236682463,3.3632827643792886,0.1955076829903333,0.8133085291860126,simulated3833,simulated,2.0,2.0,4.0
3833,0,1,0,0,1,1,2,3,1,0.20947374408381558,0.9233621603371082,3.902075317250589,0.07768025055098644,0.5906948971642833,simulated3834,simulated,2.0,3.0,5.0
3834,0,1,1,1,1,2,2,3,1,0.19501558739763158,1.0413467440926834,3.743575904860672,0.12724988171896706,0.6815945560458518,simulated3835,simulated,3.0,3.0,6.0
3835,0,1,0,2,1,3,1,1,0,0.1851473641458008,1.123100805427832,3.654108097419594,0.16273566494677288,0.835772254683806,simulated3836,simulated,3.0,3.0,6.0
3836,0,1,2,0,3,3,1,0,3,0.21031443308923592,1.0524448051995825,3.902075317250589,0.10992007239368223,0.6645236616569807,simulated3837,simulated,3.0,2.0,5.0
3837,0,1,1,2,1,0,0,3,0,0.2223877151054532,1.115735628138869,4.0532547651976065,0.10958924719148992,0.7298758998464634,simulated3838,simulated,3.0,3.0,6.0
3838,0,1,2,1,3,3,3,1,2,0.19961981892605052,1.2248903348999332,3.795680465965228,0.16928271086286045,0.7402015335762813,simulated3839,simulated,2.0,2.0,4.0
3839,0,1,2,0,2,3,3,0,1,0.22196944543553943,1.0983509666667164,4.039272488501813,0.10608356867851683,0.5994922889903211,simulated3840,simulated,2.0,1.0,3.0
3840,0,1,2,2,3,2,3,3,3,0.2231141006484605,1.3202002726608861,4.0532547651976065,0.15930741950791166,0.7046322666026268,simulated3841,simulated,3.0,3.0,6.0
3841,0,1,2,1,2,2,3,2,2,0.24330970478439995,1.241920097289065,4.343290814356132,0.11115055619884998,0.5918613284194165,simulated3842,simulated,3.0,2.0,5.0
3842,0,1,1,2,1,1,3,1,0,0.27962817818690255,1.2359476196314845,5.126900954314023,0.05977975379372106,0.46517898006570835,simulated3843,simulated,3.0,2.0,5.0
3843,0,0,1,0,2,3,2,2,3,0.1855588870167184,0.8170367780113061,3.654108097419594,0.0785652550214034,0.5419619271622121,simulated3844,simulated,2.0,2.0,4.0
3844,0,0,1,2,0,3,2,3,2,0.17341173592412262,0.9797447760894803,3.542212712302975,0.13932810085642694,0.7138157398223288,simulated3845,simulated,3.0,3.0,6.0
3845,0,0,1,0,2,3,1,0,3,0.16103600105671334,0.7757874478192963,3.340118546530824,0.09947148727519198,0.6785506474211617,simulated3846,simulated,3.0,2.0,5.0
3846,0,0,1,2,2,0,2,3,1,0.1730384794868326,0.9748101643912436,3.5299933475879706,0.1387866513282464,0.7484696900959558,simulated3847,simulated,3.0,2.0,5.0
3847,0,0,1,0,2,0,2,2,3,0.16162199636211594,0.7307587357140154,3.351680643875653,0.08510852641573456,0.5971873228385807,simulated3848,simulated,3.0,2.0,5.0
3848,0,1,1,1,2,2,3,1,0,0.20085973326223017,1.136904044096778,3.80881952867393,0.1443605367031556,0.7453294559344391,simulated3849,simulated,2.0,2.0,4.0
3849,0,0,1,0,2,0,1,0,3,0.1370431007359595,0.6886559102336262,3.063678025442922,0.1049868179509045,0.7515440052197794,simulated3850,simulated,3.0,3.0,6.0
3850,0,0,1,0,0,2,1,1,3,0.15851373169372174,0.6097110546033336,3.3056710151733153,0.052803448461196695,0.4775097293517063,simulated3851,simulated,2.0,1.0,3.0
3851,0,1,2,1,3,1,2,2,1,0.20454451730632717,1.2123217018831427,3.8485102388343897,0.1588043573144975,0.7060415056131377,simulated3852,simulated,2.0,3.0,5.0
3852,0,1,2,3,1,1,2,3,0,0.2349763182063591,1.3143819835611694,4.210291410564813,0.14033545292507593,0.6405093293417841,simulated3853,simulated,2.0,2.0,4.0
3853,0,1,2,1,3,1,1,0,1,0.15531480272971132,1.0816476852158368,3.2602929758609736,0.2015113585778607,0.8654677747739628,simulated3854,simulated,2.0,2.0,4.0
3854,0,1,2,1,2,0,3,0,1,0.19375865924081426,1.1857391688998082,3.743575904860672,0.1670775316874205,0.7559353221938342,simulated3855,simulated,1.0,1.0,2.0
3855,0,1,1,2,0,1,1,3,0,0.1938458287531819,1.1294788055175922,3.743575904860672,0.15196185338772802,0.757887122221975,simulated3856,simulated,2.0,2.0,4.0
3856,0,0,1,1,2,0,3,3,0,0.19107667663325212,1.0708659997792167,3.7049674104089316,0.14050936564636196,0.735985794423655,simulated3857,simulated,2.0,2.0,4.0
3857,0,0,1,2,1,2,0,2,3,0.1588659202802255,0.9483455745441495,3.3056710151733153,0.1548917381880079,0.877166794195543,simulated3858,simulated,2.0,3.0,5.0
3858,0,1,1,2,2,2,0,3,3,0.2498534018506542,1.1683195756502933,4.44963268927599,0.08549387374530705,0.6646066277466105,simulated3859,simulated,2.0,2.0,4.0
3859,0,1,0,2,3,0,1,2,2,0.1624021418325272,1.2058683393495708,3.3632827643792886,0.22529969042867762,0.9153032336624666,simulated3860,simulated,2.0,3.0,5.0
3860,0,1,1,0,2,2,3,0,2,0.24798261893853435,1.0620112122341665,4.418986362998675,0.06390557625586991,0.4907385502829513,simulated3861,simulated,3.0,2.0,5.0
3861,0,0,1,2,1,3,3,3,3,0.24233812769761842,1.1765850741285866,4.328308017208007,0.09741281065676187,0.6075114573473234,simulated3862,simulated,2.0,3.0,5.0
3862,0,1,2,2,0,1,3,1,1,0.21356198069486276,1.227762557123661,3.9427378215449824,0.15001833368284648,0.7198133523136638,simulated3863,simulated,3.0,2.0,5.0
3863,0,1,2,0,3,0,2,1,3,0.21102513377009502,1.0890309856951355,3.9155826745603357,0.1181742091693352,0.6642779443491922,simulated3864,simulated,3.0,2.0,5.0
3864,0,0,1,2,1,1,3,3,3,0.27342713919809225,1.1725840286295874,4.952761598719823,0.055393426783617854,0.5147942526879359,simulated3865,simulated,2.0,3.0,5.0
3865,0,1,2,2,1,0,2,0,3,0.14521248109197016,1.1077436110022973,3.13868964204927,0.22793026186317225,0.930268123779844,simulated3866,simulated,3.0,1.0,4.0
3866,0,1,0,1,1,1,2,0,3,0.16678314184346543,0.9502211788183116,3.445629954640538,0.14139151312177464,0.7867998044393163,simulated3867,simulated,2.0,3.0,5.0
3867,0,0,1,1,1,2,0,3,1,0.14666614494654484,0.8475044376397333,3.160456920549808,0.1425693248624274,0.8555010967999161,simulated3868,simulated,2.0,2.0,4.0
3868,0,1,1,2,2,2,1,3,2,0.21374700056713736,1.1828363049432027,3.9427378215449824,0.13843862965608408,0.7467680017075944,simulated3869,simulated,2.0,3.0,5.0
3869,0,1,2,1,1,2,0,3,3,0.23058796682535587,1.0585979401157786,4.1524953478991495,0.0851126307886628,0.5960922082682649,simulated3870,simulated,2.0,3.0,5.0
3870,0,0,1,2,3,1,0,1,2,0.20108474097923001,1.0438728777871509,3.80881952867393,0.11971033225282127,0.7643168882246202,simulated3871,simulated,3.0,2.0,5.0
3871,0,1,2,0,1,0,1,0,3,0.16713095752078677,0.8767221466842381,3.457557288474603,0.11929949982244784,0.7778958502346512,simulated3872,simulated,2.0,2.0,4.0
3872,0,1,2,3,2,1,3,3,1,0.22930792024390811,1.3090808689860673,4.138170726750025,0.14721941939187488,0.6933413906612995,simulated3873,simulated,2.0,2.0,4.0
3873,0,1,2,1,2,1,3,2,3,0.22456605548851094,1.2329408784270495,4.081364688563615,0.13538374744271525,0.6583812683132987,simulated3874,simulated,2.0,2.0,4.0
3874,0,1,2,2,2,2,0,3,1,0.2079389695304108,1.1209716878458698,3.8886145554839935,0.1303024512238358,0.7748000742355452,simulated3875,simulated,3.0,2.0,5.0
3875,0,1,0,2,2,0,2,2,3,0.1466730874349773,1.0582133656863317,3.160456920549808,0.20923278268115764,0.8927765386951244,simulated3876,simulated,2.0,2.0,4.0
3876,0,1,2,2,0,0,2,3,0,0.13394515410715835,1.1036580327978038,3.0320814987386915,0.24606476574642808,0.9161216880718211,simulated3877,simulated,2.0,2.0,4.0
3877,0,1,2,1,2,1,2,0,3,0.1516247520425722,1.1028025406373123,3.2155378559021885,0.21460985560222015,0.8434715999225728,simulated3878,simulated,1.0,2.0,3.0
3878,0,0,1,2,2,2,2,3,2,0.16895940557073652,0.9709986885892529,3.4815359614282793,0.14373544134346006,0.7649729527182116,simulated3879,simulated,2.0,3.0,5.0
3879,0,1,0,0,2,2,2,0,3,0.14163559704738204,0.9043165979510638,3.1063195005828037,0.1684138506140823,0.887632617546517,simulated3880,simulated,2.0,3.0,5.0
3880,0,1,0,2,1,1,0,3,0,0.2015217358741872,1.0892891628416292,3.80881952867393,0.131197316615104,0.8230414064633585,simulated3881,simulated,2.0,2.0,4.0
3881,0,1,2,2,2,1,1,3,3,0.2033461621007251,1.2017288711756682,3.8352342573964564,0.15779179808387706,0.7562105448878502,simulated3882,simulated,1.0,3.0,4.0
3882,0,1,1,2,1,0,0,0,3,0.21115001090799845,1.0589639179337693,3.9155826745603357,0.11037050865816656,0.760563610936759,simulated3883,simulated,3.0,3.0,6.0
3883,0,1,0,1,2,2,0,1,3,0.13387684221678808,0.9688152293004307,3.0320814987386915,0.20166105287312822,0.9475531103903312,simulated3884,simulated,2.0,3.0,5.0
3884,0,1,1,1,2,1,3,1,1,0.19995344836496676,1.0933504812756882,3.795680465965228,0.1342939372926811,0.7287932214345418,simulated3885,simulated,3.0,2.0,5.0
3885,0,1,2,3,3,3,2,3,0,0.21808957599435708,1.2932563372213455,3.9976143964997464,0.15984567113837567,0.7309219144607031,simulated3886,simulated,2.0,2.0,4.0
3886,0,0,0,1,0,2,3,0,3,0.18193268390368544,0.8521370509373676,3.628940854002852,0.09242144430149454,0.7087041196127433,simulated3887,simulated,2.0,3.0,5.0
3887,0,1,1,2,1,0,3,2,1,0.2471181018615618,1.245512101296052,4.403742443328753,0.10666141249291751,0.6051159301172468,simulated3888,simulated,3.0,2.0,5.0
3888,0,1,2,3,1,0,2,1,0,0.2304562339294729,1.2960136451118571,4.1524953478991495,0.14241858908522997,0.6779151857920361,simulated3889,simulated,3.0,1.0,4.0
3889,0,1,2,0,2,1,1,3,2,0.2128167490553965,1.0405027172204244,3.9291367887075794,0.10362611052534183,0.6228490721183896,simulated3890,simulated,3.0,1.0,4.0
3890,0,0,1,0,2,0,0,1,3,0.13019197089255174,0.5988978864955369,3.0008108354220266,0.08419504245324586,0.8056293022024723,simulated3891,simulated,2.0,3.0,5.0
3891,0,1,1,0,2,1,3,0,3,0.24782800679559736,1.037607686335277,4.418986362998675,0.05853776223718159,0.4616166890245089,simulated3892,simulated,2.0,3.0,5.0
3892,0,1,2,2,1,3,1,3,1,0.19142548669989856,1.2281816302981812,3.7177924623529885,0.18199012601845596,0.8013473653058055,simulated3893,simulated,2.0,2.0,4.0
3893,0,1,2,0,3,0,3,2,3,0.21347713572678262,1.1019349875602724,3.9427378215449824,0.1181894234740525,0.6421256062970582,simulated3894,simulated,2.0,2.0,4.0
3894,0,1,2,0,0,3,3,2,1,0.22451468012331843,1.0296353908357025,4.081364688563615,0.08562200805219167,0.5318597277982611,simulated3895,simulated,2.0,2.0,4.0
3895,0,1,2,1,1,1,3,1,0,0.22107199473961492,1.0909364412456446,4.039272488501813,0.10514541025369545,0.6250372733800206,simulated3896,simulated,2.0,2.0,4.0
3896,0,1,2,3,2,3,3,3,2,0.21732121841154095,1.2990184045565933,3.9838240591405247,0.16261542635920556,0.7468447721059703,simulated3897,simulated,3.0,3.0,6.0
3897,0,0,1,1,1,2,3,0,3,0.1869086151480207,0.9772557341819457,3.666757095633976,0.12064004913493885,0.7313888297215443,simulated3898,simulated,2.0,2.0,4.0
3898,0,1,2,2,3,1,3,1,1,0.2106739093263832,1.3213961964162257,3.9155826745603357,0.17786914565641018,0.7711913235071131,simulated3899,simulated,3.0,2.0,5.0
3899,0,0,0,1,2,1,0,2,3,0.13740596324308463,0.8525645626781235,3.063678025442922,0.15812456845966597,0.941229136186481,simulated3900,simulated,3.0,3.0,6.0
3900,0,0,0,1,2,3,3,0,0,0.17994440677142065,0.997852815323421,3.6039469470403995,0.1354889464557712,0.8075050504218713,simulated3901,simulated,2.0,3.0,5.0
3901,0,1,2,2,2,3,3,0,1,0.20966419148136506,1.2551854102468099,3.902075317250589,0.1625274364463548,0.7513566697749682,simulated3902,simulated,1.0,2.0,3.0
3902,0,0,1,2,3,1,2,2,1,0.20875449586581785,1.0957427495720782,3.8886145554839935,0.12299902594297735,0.6861241663748677,simulated3903,simulated,3.0,2.0,5.0
3903,0,0,1,2,2,3,3,2,2,0.20118930806379565,1.0905716471041118,3.80881952867393,0.1318664587940362,0.6895018513144962,simulated3904,simulated,2.0,2.0,4.0
3904,0,1,2,2,2,0,3,0,1,0.20679365352501677,1.2159518740798052,3.8752002285226292,0.1564086142564387,0.7684483689300536,simulated3905,simulated,1.0,2.0,3.0
3905,0,1,2,0,2,3,2,0,1,0.1822511497682946,1.0197716386370395,3.628940854002852,0.13829678385941382,0.7516253990620023,simulated3906,simulated,2.0,1.0,3.0
3906,0,0,1,2,3,0,3,2,3,0.18068720728555854,1.1084682958667489,3.61642230827288,0.16486736311906794,0.7632057873929117,simulated3907,simulated,1.0,3.0,4.0
3907,0,1,0,0,0,2,2,2,3,0.1706597844279778,0.8418194362747303,3.5056809300377174,0.10420202163322839,0.6819495885286218,simulated3908,simulated,2.0,2.0,4.0
3908,0,1,1,2,3,1,3,3,2,0.25761688539305583,1.329936335471312,4.590192673622699,0.11044526187782755,0.5823295080315045,simulated3909,simulated,3.0,3.0,6.0
3909,0,1,0,2,0,3,2,2,0,0.14868772092013804,1.0754273160195886,3.1823751583573676,0.21119475368574636,0.8761105972156353,simulated3910,simulated,3.0,3.0,6.0
3910,0,1,2,1,2,1,1,1,3,0.15591792224404388,1.035283317845158,3.271578750372998,0.18604266462832386,0.8327249930160943,simulated3911,simulated,3.0,3.0,6.0
3911,0,0,1,2,3,2,0,3,1,0.19617850213182852,1.0376607770562782,3.75653460331008,0.12466698746851157,0.8055831120068923,simulated3912,simulated,2.0,3.0,5.0
3912,0,1,1,0,1,2,0,3,2,0.21036783104127954,0.8524079729690369,3.902075317250589,0.05860245835995313,0.6012411185658748,simulated3913,simulated,3.0,2.0,5.0
3913,0,1,2,2,0,0,3,0,2,0.1814397361038298,1.1768280119501975,3.61642230827288,0.1830174154310673,0.8180600339260018,simulated3914,simulated,3.0,2.0,5.0
3914,0,1,2,3,3,1,0,2,3,0.23760739717354484,1.2370123057764402,4.254165753995829,0.11808289017748537,0.696472618902559,simulated3915,simulated,2.0,2.0,4.0
3915,0,0,1,2,3,0,1,2,3,0.1762710889048218,1.1169821408570568,3.566778483185152,0.1739955154120491,0.7806905206542348,simulated3916,simulated,1.0,2.0,3.0
3916,0,1,0,0,2,1,0,3,2,0.1488168961491515,0.8462365650834952,3.1823751583573676,0.13904680646053816,0.9139720665828618,simulated3917,simulated,2.0,2.0,4.0
3917,0,1,1,0,1,2,1,3,1,0.19400090950132032,0.8727712998731345,3.743575904860672,0.08323396627251484,0.6451658836157834,simulated3918,simulated,2.0,3.0,5.0
3918,0,1,0,0,1,2,3,0,2,0.19183818463346836,0.9115390407721123,3.7177924623529885,0.09640791076178472,0.6906741561688796,simulated3919,simulated,2.0,2.0,4.0
3919,0,1,2,0,1,3,3,0,3,0.23623115987467846,1.0571236667932498,4.239490406373252,0.077437576246724,0.47789442239665947,simulated3920,simulated,2.0,2.0,4.0
3920,0,1,0,2,0,2,2,3,3,0.1581901701806694,1.1102008966597832,3.29426763456268,0.20523828953802223,0.8794511083459743,simulated3921,simulated,2.0,2.0,4.0
3921,0,1,0,2,2,2,0,3,2,0.1783691187352372,1.0847268443584444,3.5915146213343596,0.16172478049222347,0.903612188239674,simulated3922,simulated,3.0,3.0,6.0
3922,0,1,1,2,0,1,3,1,2,0.2487653931793028,1.2218523478156997,4.434283050760709,0.09895134429494015,0.5988707746847781,simulated3923,simulated,3.0,2.0,5.0
3923,0,1,2,3,3,2,0,0,2,0.25946747108459967,1.2176305060079273,4.622026341074012,0.08354171021888428,0.6133618796541116,simulated3924,simulated,3.0,2.0,5.0
3924,0,1,2,2,1,1,0,3,0,0.20640221574714634,1.1441976280688924,3.861832176183047,0.138761511795199,0.7822329455765774,simulated3925,simulated,3.0,3.0,6.0
3925,0,1,2,2,1,1,3,1,2,0.24186083896209798,1.2633185567268803,4.31337690534184,0.1183360161780863,0.6306113123674844,simulated3926,simulated,3.0,2.0,5.0
3926,0,1,1,0,2,0,1,3,2,0.1853384076842235,0.9612575438623204,3.654108097419594,0.11825385133512774,0.7554772039094894,simulated3927,simulated,2.0,3.0,5.0
3927,0,1,2,1,2,1,2,2,3,0.17263271050848905,1.119501660988052,3.5299933475879706,0.1801815900724977,0.7663113261352252,simulated3928,simulated,2.0,3.0,5.0
3928,0,1,0,2,2,1,2,3,3,0.1816339495274546,1.155945858228573,3.61642230827288,0.17704894448396283,0.8421148150742402,simulated3929,simulated,2.0,3.0,5.0
3929,0,1,2,1,3,3,3,0,2,0.19531954309766553,1.2215569746489119,3.75653460331008,0.17447962775735887,0.7477495425699621,simulated3930,simulated,2.0,2.0,4.0
3930,0,1,0,0,2,2,1,0,3,0.144108330515342,0.8725336548594174,3.127862287348013,0.15462799250525003,0.8993634907852222,simulated3931,simulated,2.0,3.0,5.0
3931,0,1,2,2,3,2,3,2,3,0.19521100020040416,1.3049172625037762,3.75653460331008,0.19677891203136977,0.8072189979212343,simulated3932,simulated,2.0,2.0,4.0
3932,0,1,1,2,1,1,3,0,0,0.27448215977952106,1.229655063810462,4.969905993726283,0.0656321842471276,0.48049101523527116,simulated3933,simulated,2.0,1.0,3.0
3933,0,1,1,2,3,2,2,0,3,0.2046815556569943,1.2534849688948098,3.8485102388343897,0.16936321541651445,0.8136966935736983,simulated3934,simulated,2.0,3.0,5.0
3934,0,0,1,0,2,3,2,1,3,0.1759819080812841,0.8351976533358139,3.566778483185152,0.09528217649693231,0.604456815864987,simulated3935,simulated,3.0,2.0,5.0
3935,0,0,1,2,3,0,2,3,3,0.18182386961236752,1.0800256978127338,3.628940854002852,0.155327822963143,0.771000907319021,simulated3936,simulated,2.0,3.0,5.0
3936,0,0,1,2,2,3,1,1,2,0.20447093525824744,1.0661068568162035,3.8485102388343897,0.1208853562608044,0.6717046794924166,simulated3937,simulated,1.0,1.0,2.0
3937,0,1,2,0,0,0,3,1,2,0.23630054468334005,0.9673898041125356,4.239490406373252,0.05620200067470634,0.5000250220446012,simulated3938,simulated,2.0,2.0,4.0
3938,0,0,1,0,0,2,2,2,3,0.18095081073548358,0.6588410405170074,3.61642230827288,0.04027445932134336,0.38266198082737224,simulated3939,simulated,2.0,1.0,3.0
3939,0,1,0,2,0,3,1,3,0,0.1667885379101297,1.1383131067640604,3.445629954640538,0.19597466266849772,0.858284166565931,simulated3940,simulated,2.0,2.0,4.0
3940,0,1,2,2,3,3,2,3,2,0.18609307750610982,1.2775939723433847,3.666757095633976,0.20336399530466118,0.8607962906626201,simulated3941,simulated,2.0,3.0,5.0
3941,0,1,0,0,0,2,0,1,3,0.11738941483376386,0.6424007284559482,2.9089205915814613,0.11480198296573663,0.9259515429420471,simulated3942,simulated,3.0,3.0,6.0
3942,0,0,1,1,0,2,0,3,3,0.13898126247148634,0.8142973854472901,3.074283200998794,0.14355785118842068,0.8421496056501949,simulated3943,simulated,3.0,3.0,6.0
3943,0,1,2,1,3,1,2,1,1,0.18632883839651226,1.1866213298910826,3.666757095633976,0.17831812562340818,0.7741467438564714,simulated3944,simulated,3.0,3.0,6.0
3944,0,1,1,2,3,0,0,2,0,0.2012415622576169,1.1916689359088222,3.80881952867393,0.15835715000459014,0.8521909001917454,simulated3945,simulated,3.0,3.0,6.0
3945,0,1,0,2,0,3,0,1,0,0.16107435702071093,1.0186863985128674,3.340118546530824,0.17215478693801495,0.9271989986706207,simulated3946,simulated,1.0,2.0,3.0
3946,0,1,1,2,3,3,3,0,0,0.2322901415795271,1.3064170700857476,4.181293519435121,0.1420993069925365,0.7034115539786465,simulated3947,simulated,1.0,1.0,2.0
3947,0,1,1,0,2,1,2,0,3,0.20314900616196574,0.9715174645172323,3.8352342573964564,0.09796357064104484,0.6393814805732942,simulated3948,simulated,2.0,2.0,4.0
3948,0,1,2,2,1,3,0,3,1,0.20731114599033362,1.1952508063006524,3.8752002285226292,0.15054918677914833,0.7814280933500024,simulated3949,simulated,3.0,1.0,4.0
3949,0,0,0,1,0,2,0,0,3,0.1230849674736435,0.6408050431139195,2.949408091919189,0.10703600467336485,0.882206019998637,simulated3950,simulated,3.0,3.0,6.0
